Carrier_id,Carrier,Carrier classification,Cargo
5613,steganacarus magnus,Arthropod,"['absidia glauca', 'aureobasidium pullulans']"
5614,stegobium paniceum,Arthropod,['symbiotaphrina buchneri']
5615,stegostoma fasciatum,Fish,['hornelliella annandalei']
5616,steinernema abbasi,Helminth,['xenorhabdus indica']
5617,steinernema affine,Helminth,['xenorhabdus bovienii']
5618,steinernema anatoliense,Helminth,['xenorhabdus nematophila']
5619,steinernema apuliae,Helminth,['xenorhabdus kozodoii']
5620,steinernema arenarium,Helminth,['xenorhabdus kozodoii']
5621,steinernema bicornutum,Helminth,['xenorhabdus budapestensis']
5622,steinernema boemarei,Helminth,['xenorhabdus kozodoii']
5623,steinernema carpocapsae,Helminth,['xenorhabdus nematophila']
5624,steinernema ceratophorum,Helminth,['xenorhabdus budapestensis']
5625,steinernema cubanum,Helminth,['xenorhabdus poinarii']
5626,steinernema diaprepesi,Helminth,['xenorhabdus doucetiae']
5627,steinernema feltiae,Helminth,['xenorhabdus bovienii']
5628,steinernema glaseri,Helminth,['xenorhabdus poinarii']
5629,steinernema hermaphroditum,Helminth,['xenorhabdus griffiniae']
5630,steinernema intermedium,Helminth,['xenorhabdus bovienii']
5631,steinernema jollieti,Helminth,['xenorhabdus bovienii']
5632,steinernema karii,Helminth,['xenorhabdus hominickii']
5633,steinernema kraussei,Helminth,['xenorhabdus bovienii']
5634,steinernema kushidai,Helminth,['xenorhabdus japonica']
5635,steinernema litorale,Helminth,['xenorhabdus bovienii']
5636,steinernema longicaudum,Helminth,"['xenorhabdus ehlersii', 'xenorhabdus beddingii']"
5637,steinernema monticolum,Helminth,['xenorhabdus hominickii']
5638,steinernema oregonense,Helminth,['xenorhabdus bovienii']
5639,steinernema puertoricense,Helminth,['xenorhabdus romanii']
5640,steinernema puntauvense,Helminth,['xenorhabdus bovienii']
5641,steinernema rarum,Helminth,['xenorhabdus szentirmaii']
5642,steinernema riobrave,Helminth,['xenorhabdus cabanillasii']
5643,steinernema sangi,Helminth,['xenorhabdus vietnamensis']
5644,steinernema scapterisci,Helminth,['xenorhabdus innexi']
5645,steinernema scarabaei,Helminth,['xenorhabdus koppenhoeferi']
5646,steinernema serratum,Helminth,['xenorhabdus ehlersii']
5647,steinernema siamkayai,Helminth,['xenorhabdus stockiae']
5648,steinernema sichuanense,Helminth,['xenorhabdus bovienii']
5649,steinernema thermophilum,Helminth,"['xenorhabdus indica', 'alcaligenes faecalis', 'klebsiella pneumoniae']"
5650,steinernema websteri,Helminth,['xenorhabdus nematophila']
5651,steinernema weiseri,Helminth,['xenorhabdus bovienii']
5652,stellera chamaejasme,Higher Plants,['pseudomonas stutzeri']
5653,stemonitis fusca,Protozoa,['sporothrix pallida']
5654,stenella clymene,Mammal,['anisakis typica']
5655,stenella coeruleoalba,Mammal,"['phyllobothrium delphini', 'brucella ceti', 'helicobacter cetorum', 'brachycladium atlanticum', 'cetacean morbillivirus', 'monorygma grimaldii']"
5656,stenella longirostris,Mammal,['anisakis typica']
5657,steno bredanensis,Mammal,"['anisakis typica', 'candida albicans']"
5658,sterna hirundo,Aves,"['saemundssonia sternae', 'influenza a virus', 'quadraceps sellatus', 'chlamydophila psittaci']"
5659,sternula albifrons,Aves,['newcastle disease virus']
5660,stipa purpurea,Higher Plants,"['bacillus subtilis', 'bacillus simplex']"
5661,stomaphis aphananthae,Arthropod,"['buchnera aphidicola', 'serratia symbiotica']"
5662,stomaphis fagi,Arthropod,['buchnera aphidicola']
5663,stomaphis longirostris,Arthropod,['buchnera aphidicola']
5664,stomaphis pini,Arthropod,"['serratia symbiotica', 'buchnera aphidicola']"
5665,stomaphis quercus,Arthropod,['buchnera aphidicola']
5666,stomaphis takahashii,Arthropod,['buchnera aphidicola']
5667,stomaphis yanonis,Arthropod,"['buchnera aphidicola', 'serratia symbiotica']"
5668,stomoxys calcitrans,Arthropod,['cronobacter sakazakii']
5669,strelitzia nicolai,Higher Plants,['acidovorax avenae']
5670,strelitzia reginae,Higher Plants,['sphingobacterium multivorum']
5671,streptococcus pneumoniae,Bacteria,['streptococcus phage cp-1']
5672,streptomyces kasugaensis,Bacteria,['streptomyces antibioticus']
5673,streptopelia capicola,Aves,"['coloceras chinense', 'columbicola theresae']"
5674,streptopelia decaocto,Aves,"['coloceras hilli', 'coloceras chinense', 'columbicola bacillus']"
5675,streptopelia decipiens,Aves,['columbicola streptopeliae']
5676,streptopelia orientalis,Aves,['escherichia coli']
5677,streptopelia picturata,Aves,"['coloceras hoogstraali', 'campanulotes campanulatus']"
5678,streptopelia semitorquata,Aves,['columbicola meinertzhageni']
5679,streptopelia senegalensis,Aves,"['columbicola theresae', 'haemoproteus turtur']"
5680,streptopelia turtur,Aves,['tinaminyssus streptopelioides']
5681,streptopelia vinacea,Aves,"['coloceras chinense', 'columbicola theresae']"
5682,streptopus amplexifolius,Higher Plants,['twisted-stalk chlorotic streak virus']
5683,streptosolen jamesonii,Higher Plants,"['tomato apical stunt viroid', 'potato spindle tuber viroid']"
5684,strigomonas culicis,Protozoa,['kinetoplastibacterium blastocrithidii']
5685,strix occidentalis,Aves,['borrelia hermsii']
5686,strix varia,Aves,['highlands j virus']
5687,strombus gigas,Mollusca,['exiguobacterium arabatum']
5688,strongylocentrotus droebachiensis,Others,['neoparamoeba pemaquidensis']
5689,strongylocentrotus intermedius,Others,"['mariniflexile gromovii', 'vibrio gigantis']"
5690,strongylopus fasciatus,Amphibian,['polystoma testimagna']
5691,strongylura leiura,Fish,['ptychobothrium belones']
5692,strophanthus divaricatus,Higher Plants,['streptomyces somaliensis']
5693,strophitus subvexus,Mollusca,"['unionicola dimocki', 'unionicola tumida']"
5694,struthio camelus,Domestic,"['giardia intestinalis', 'cryptosporidium baileyi', 'cryptosporidium muris', 'encephalitozoon hellem', 'libyostrongylus douglassi', 'lawsonia intracellularis', 'brachyspira pilosicoli', 'newcastle disease virus', 'struthiolipeurus struthionis', 'riemerella columbina', 'escherichia coli', 'influenza a virus', 'cryptosporidium struthionis', 'entamoeba struthionis', 'chlamydophila psittaci', 'balantidium coli']"
5695,stuckenia pectinata,Higher Plants,['agrobacterium albertimagni']
5696,sturnira lilium,Mammal,"['bacillus mycoides', 'mapuera virus', 'trypanosoma dionisii', 'myroides odoratus', 'leptospira borgpetersenii']"
5697,sturnira tildae,Mammal,['leptospira borgpetersenii']
5698,sturnus cineraceus,Aves,"['escherichia coli', 'escherichia albertii']"
5699,sturnus sericeus,Aves,['influenza a virus']
5700,sturnus vulgaris,Aves,"['sturnotrogus truncatus', 'mycoplasma sturni', 'japanese encephalitis virus', 'influenza a virus', 'prosthogonimus cuneatus', 'mycobacterium avium']"
5701,styela clava,Others,['pseudomonas stutzeri']
5702,stylodrilus heringianus,Segmented Worm,['aurantiactinomyxon pavinsis']
5703,styrax japonicus,Higher Plants,['oxycephalomyia styraci']
5704,suaeda japonica,Higher Plants,['marinobacterium rhizophilum']
5705,suaeda maritima,Higher Plants,['pseudomonas aeruginosa']
5706,suaeda monoica,Higher Plants,['izeniola obesula']
5707,suaeda salsa,Higher Plants,"['pseudomonas putida', 'pseudomonas oryzihabitans', 'pantoea agglomerans']"
5708,suberites domuncula,Porifera,"['bacillus hwajinpoensis', 'paracoccus carotinifaciens', 'microbacterium testaceum', 'bacillus clausii']"
5709,suillus variegatus,Fungi,"['burkholderia vietnamiensis', 'burkholderia fungorum', 'methylococcus capsulatus', 'methylocella silvestris', 'methylocella palustris', 'bradyrhizobium elkanii', 'methylocapsa acidiphila', 'burkholderia cepacia', 'azorhizobium caulinodans']"
5710,sula dactylatra,Aves,['pectinopygus annulatus']
5711,sula leucogaster,Aves,['pectinopygus annulatus']
5712,sula nebouxii,Aves,['pectinopygus minor']
5713,sula sula,Aves,['pectinopygus sulae']
5714,sulfolobus islandicus,Others,"['sulfolobus islandicus filamentous virus', 'sulfolobus islandicus rod-shaped virus 1', 'sulfolobus islandicus rod-shaped virus 2']"
5715,suncus murinus,Mammal,"['thottapalayam virus', 'bartonella elizabethae', 'strongyloides akbari']"
5716,suricata suricatta,Mammal,"['rabies virus', 'cystoisospora timoni']"
5717,sus barbatus,Mammal,['porcine type-c oncovirus']
5718,sus celebensis,Mammal,['porcine type-c oncovirus']
5719,sus scrofa,Domestic,"['enterococcus avium', 'mannheimia haemolytica', 'mannheimia varigena', 'campylobacter mucosalis', 'sapporo virus', 'sarcocystis miescheriana', 'actinobacillus equuli', 'akabane virus', 'tritrichomonas foetus', 'campylobacter jejuni', 'enterococcus faecium', 'campylobacter lanienae', 'pseudallescheria boydii', 'megasphaera elsdenii', 'mycobacterium kansasii', 'bacillus anthracis', 'entamoeba suis', 'enterococcus faecalis', 'enterococcus durans', 'influenza a virus', 'campylobacter coli', 'gnathostoma doloresi', 'mycobacterium avium', 'norwalk virus', 'actinobacillus minor', 'bifidobacterium thermophilum', 'reston ebolavirus', 'malassezia pachydermatis', 'bifidobacterium pseudolongum', 'enterococcus casseliflavus', 'mammalian orthoreovirus', 'rhizopus oryzae', 'babesia gibsoni', 'alaria alata', 'providencia rettgeri', 'mycobacterium fortuitum', 'human enterovirus b', 'macracanthorhynchus hirudinaceus', 'yersinia pseudotuberculosis', 'chlamydophila pecorum', 'menangle virus', 'campylobacter hyointestinalis', 'hepatitis e virus', 'cryptosporidium muris', 'enterococcus hirae', 'encephalitozoon cuniculi', 'enterococcus mundtii', 'proteus mirabilis', 'trichuris suis', 'campylobacter fetus', 'bergeyella zoohelcum', 'gongylonema pulchrum', 'nipah virus', 'malassezia sympodialis', 'betacoronavirus 1', 'encephalomyocarditis virus', 'enterocytozoon bieneusi', 'avian coronavirus', 'chlamydophila abortus', 'coxiella burnetii', 'bunyamwera virus', 'rhizopus microsporus', 'chlamydia suis', 'burkholderia fungorum', 'enterobacter aerogenes', 'bacillus amyloliquefaciens', 'mycobacterium bovis', 'sarcocystis suihominis', 'ajellomyces capsulatus', 'eimeria scabra', 'cryptosporidium suis', 'entamoeba polecki', 'dicrocoelium dendriticum', 'bifidobacterium animalis', 'cryptosporidium parvum', 'proteus penneri', 'torque teno virus 2', 'chlamydia trachomatis', 'torque teno sus virus 1', 'propionibacterium acnes', 'torque teno sus virus 2', 'enterobacter cloacae', 'torque teno virus 1', 'cryptococcus neoformans', 'proteus vulgaris', 'newcastle disease virus', 'lawsonia intracellularis', 'trichophyton verrucosum', 'porcine adenovirus a', 'porcine adenovirus b', 'streptococcus pyogenes', 'mycoplasma hyopneumoniae', 'porcine astrovirus', 'streptococcus suis', 'mycoplasma hyorhinis', 'lactobacillus acidophilus', 'lactobacillus agilis', 'lactobacillus amylovorus', 'porcine enterovirus b', 'streptococcus porci', 'balantidium coli', 'fusobacterium necrophorum', 'porcine epidemic diarrhea virus', 'lactobacillus fermentum', 'lactobacillus johnsonii', 'lactobacillus mucosae', 'lactobacillus plantarum', 'trypanosoma congolense', 'porcine parvovirus', 'taenia hydatigena', 'porcine reproductive and respiratory syndrome virus', 'lactobacillus reuteri', 'tunga penetrans', 'coccidioides immitis', 'taenia solium', 'rickettsia prowazekii', 'arcobacter trophiarum', 'arcobacter cryaerophilus', 'gastrodiscoides hominis', 'arcobacter butzleri', 'echinococcus granulosus', 'arcanobacterium pyogenes', 'rhodococcus equi', 'arcanobacterium abortisuis', 'streptococcus dysgalactiae', 'helicobacter heilmannii', 'gallibacterium anatis', 'ovine herpesvirus 2', 'leptospira interrogans', 'paragonimus westermani', 'fascioloides magna', 'streptococcus equi', 'streptococcus ferus', 'trypanosoma brucei', 'streptococcus hyointestinalis', 'fasciolopsis buski', 'echinococcus canadensis', 'anaplasma phagocytophilum', 'seneca valley virus', 'venezuelan equine encephalitis virus', 'bacillus cereus', 'stephanurus dentatus', 'rickettsia rickettsii', 'lactobacillus ruminis', 'mycoplasma suis', 'bacteroides helcogenes', 'acholeplasma granularum', 'trichinella pseudospiralis', 'brachyspira innocens', 'brachyspira intermedia', 'brachyspira murdochii', 'vesicular exanthema of swine virus', 'porcine teschovirus', 'francisella tularensis', 'foot-and-mouth disease virus', 'swine vesicular disease virus', 'helicobacter suis', 'trichinella papuae', 'brachyspira suanatina', 'suid herpesvirus 1', 'brachyspira pilosicoli', 'clonorchis sinensis', 'trichinella britovi', 'pantoea agglomerans', 'porcine torovirus', 'bacteroides coprosuis', 'trichinella murrelli', 'porcine type-c oncovirus', 'bacteroides fragilis', 'yersinia enterocolitica', 'brachyspira hyodysenteriae', 'clostridium botulinum', 'treponema succinifaciens', 'bacteroides vulgatus', 'clostridium tetani', 'bovine parainfluenza virus 3', 'eastern equine encephalitis virus', 'lactobacillus salivarius', 'clostridium tertium', 'clostridium sporogenes', 'clostridium septicum', 'trichinella spiralis', 'mycoplasma hyosynoviae', 'swinepox virus', 'classical swine fever virus', 'bovine viral diarrhea virus 1', 'porcine rubulavirus', 'clostridium perfringens', 'bovine viral diarrhea virus 2', 'porcine sapelovirus', 'clostridium novyi', 'mycoplasma wenyonii', 'clostridium histolyticum', 'aeromonas hydrophila', 'frog virus 3', 'strongyloides ransomi', 'cystoisospora suis', 'rotavirus a', 'streptococcus alactolyticus', 'gastrothylax crumenifer', 'african swine fever virus', 'burkholderia pseudomallei', 'globocephalus urosubulatus', 'necator americanus', 'mycobacterium scrofulaceum', 'mycobacterium smegmatis', 'staphylococcus hyicus', 'gigantocotyle explanatum', 'erysipelothrix rhusiopathiae', 'pasteurella multocida', 'staphylococcus intermedius', 'japanese encephalitis virus', 'pasteurella mairii', 'mycobacterium tuberculosis', 'aspergillus niger', 'pasteurella aerogenes', 'orbus hercynius', 'giardia intestinalis', 'veillonella magna', 'odoribacter splanchnicus', 'physocephalus sexalatus', 'metastrongylus asymmetricus', 'border disease virus', 'oesophagostomum dentatum', 'saccharomyces cerevisiae', 'metastrongylus confusus', 'mycobacterium porcinum', 'blastocystis hominis', 'candida albicans', 'corynebacterium xerosis', 'eperythrozoon parvum', 'chlamydophila psittaci', 'actinobacillus pleuropneumoniae', 'corynebacterium ulcerans', 'allofustis seminis', 'actinobacillus porcinus', 'actinobacillus porcitonsillarum', 'staphylococcus aureus', 'actinobacillus rossii', 'dermatophilus congolensis', 'tritrichomonas suis', 'actinobacillus suis', 'sarcoptes scabiei', 'alphacoronavirus 1', 'trichophyton rubrum', 'staphylococcus chromogenes', 'pasteurella pneumotropica', 'salmonella enterica', 'mycobacterium africanum', 'actinobaculum suis', 'murine leukemia virus', 'trichophyton mentagrophytes', 'eimeria debliecki', 'oesophagostomum quadrispinulatum', 'staphylococcus nepalensis', 'bordetella bronchiseptica', 'rotavirus c', 'haematopinus suis', 'rabies virus', 'staphylococcus warneri', 'schistosoma japonicum', 'tetratrichomonas buttreyi', 'artyfechinostomum sufrartyfex', 'toxoplasma gondii', 'trypanosoma simiae', 'pseudomonas aeruginosa', 'rotavirus b', 'ascaris lumbricoides', 'anaplasma bovis', 'brucella suis', 'escherichia coli', 'getah virus', 'hyostrongylus rubidus', 'arthroderma otae', 'arthroderma obtusum', 'escherichia fergusonii', 'west nile virus', 'brucella abortus', 'histophilus somni', 'stenotrophomonas maltophilia', 'onchocerca dewittei', 'klebsiella pneumoniae', 'clostridium difficile', 'ascaris suum', 'metastrongylus pudendotectus', 'actinomyces hyovaginalis', 'listeria seeligeri', 'Western equine encephalitis virus', 'metastrongylus elongatus', 'trypanosoma cruzi', 'methanobrevibacter gottschalkii', 'metastrongylus salmi', 'haemophilus parasuis', 'veillonella parvula', 'ascarops strongylina', 'staphylococcus rostri', 'listeria monocytogenes']"
5720,sus scrofa domesticus,Domestic,"['histophilus somni', 'transmissible gastroenteritis virus', 'hyostrongylus rubidus', 'tritrichomonas foetus', 'actinobacillus pleuropneumoniae', 'candidatus helicobacter heilmannii', 'campylobacter jejuni', 'porcine enterovirus b', 'actinobacillus suis', 'campylobacter fetus', 'porcine hemagglutinating encephalomyelitis virus', 'campylobacter coli', 'porcine parvovirus', 'trypanosoma cruzi', 'Trichinella pseudospiralis', 'trichuris suis', 'campylobacter hyointestinalis', 'porcine reproductive and respiratory syndrome virus', 'trichinella spiralis', 'african swine fever virus', 'trypanosoma brucei', 'torque teno sus virus 2', 'porcine sapelovirus', 'torque teno virus 2', 'torque teno virus 1', 'aeromonas hydrophila', 'hepatitis e virus', 'haemophilus parasuis', 'trichophyton mentagrophytes', 'campylobacter mucosalis', 'actinobaculum suis', 'candida albicans', 'toxoplasma gondii', 'porcine astrovirus', 'porcine circovirus', 'actinobacillus equuli', 'torque teno sus virus 1', 'clostridium histolyticum', 'ascaris lumbricoides', 'entamoeba polecki', 'cryptosporidium suis', 'vesicular stomatitis virus', 'cryptosporidium parvum', 'classical swine fever virus', 'enterobacter cloacae', 'japanese encephalitis virus', 'swinepox virus', 'swine vesicular disease virus', 'rotavirus a', 'west nile virus', 'cryptococcus neoformans', 'vesicular exanthema of swine virus', 'rotavirus c', 'brachyspira pilosicoli', 'mannheimia haemolytica', 'pantoea agglomerans', 'enterococcus faecalis', 'enterococcus faecium', 'bergeyella zoohelcum', 'lawsonia intracellularis', 'pasteurella multocida', 'mycoplasma hyopneumoniae', 'taenia hydatigena', 'menangle virus', 'bacteroides fragilis', 'Yersinia enterocolitica', 'Bacteroides vulgatus', 'balantidium coli', 'banna virus', 'pseudomonas aeruginosa', 'getah virus', 'echinococcus canadensis', 'gastrodiscoides hominis', 'rhodococcus equi', 'suid herpesvirus 1', 'giardia intestinalis', 'eimeria debliecki', 'rhizopus oryzae', 'eimeria scabra', 'mycoplasma hyosynoviae', 'taenia solium', 'encephalomyocarditis virus', 'escherichia coli', 'pasteurella aerogenes', 'fusobacterium necrophorum', 'mycoplasma hyorhinis', 'bacillus anthracis', 'nipah virus', 'foot-and-mouth disease virus', 'enterocytozoon bieneusi', 'leptospira interrogans', 'leptospira santarosai', 'arcanobacterium pyogenes', 'chlamydia trachomatis', 'staphylococcus hyicus', 'arcobacter cryaerophilus', 'propionibacterium acnes', 'erysipelothrix rhusiopathiae', 'staphylococcus intermedius', 'aspergillus niger', 'streptococcus dysgalactiae', 'stephanurus dentatus', 'sarcocystis miescheriana', 'opisthorchis noverca', 'oesophagostomum quadrispinulatum', 'chlamydia suis', 'bordetella bronchiseptica', 'ascarops strongylina', 'ascaris suum', 'arthroderma obtusum', 'rabies virus', 'artyfechinostomum sufrartyfex', 'oesophagostomum dentatum', 'mycoplasma suis', 'proteus mirabilis', 'fascioloides magna', 'schistosoma japonicum', 'brachyspira hyodysenteriae', 'providencia alcalifaciens', 'clostridium botulinum', 'strongyloides ransomi', 'clostridium difficile', 'yersinia pseudotuberculosis', 'bovine viral diarrhea virus 2', 'macracanthorhynchus hirudinaceus', 'clostridium perfringens', 'streptococcus equi', 'streptococcus suis', 'eperythrozoon parvum', 'venezuelan equine encephalitis virus', 'influenza a virus', 'mycobacterium tuberculosis', 'mycobacterium smegmatis', 'streptococcus porci', 'salmonella enterica', 'mycobacterium avium', 'fasciolopsis buski', 'sapporo virus', 'norwalk virus', 'cystoisospora suis']"
